"TIME","GEO","DEG_URB","LEVELS","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2017","Croatia","Rural areas","Bad","Males","16 years or over","Percentage","14.3",""
"2017","Croatia","Rural areas","Bad","Females","16 years or over","Percentage","18.5",""
"2017","Croatia","Rural areas","Very bad","Total","16 years or over","Percentage","4.5",""
"2017","Croatia","Rural areas","Very bad","Males","16 years or over","Percentage","3.7",""
"2017","Croatia","Rural areas","Very bad","Females","16 years or over","Percentage","5.3",""
"2017","Croatia","Rural areas","Bad or very bad","Total","16 years or over","Percentage","21.0",""
"2017","Croatia","Rural areas","Bad or very bad","Males","16 years or over","Percentage","18.1",""
"2017","Croatia","Rural areas","Bad or very bad","Females","16 years or over","Percentage","23.7",""
"2017","Italy","Total","Very good","Total","16 years or over","Percentage","13.6",""
"2017","Italy","Total","Very good","Males","16 years or over","Percentage","15.1",""
"2017","Italy","Total","Very good","Females","16 years or over","Percentage","12.2",""
"2017","Italy","Total","Good","Total","16 years or over","Percentage","63.4",""
"2017","Italy","Total","Good","Males","16 years or over","Percentage","65.0",""
"2017","Italy","Total","Good","Females","16 years or over","Percentage","62.0",""
"2017","Italy","Total","Very good or good","Total","16 years or over","Percentage","77.0",""
"2017","Italy","Total","Very good or good","Males","16 years or over","Percentage","80.1",""
"2017","Italy","Total","Very good or good","Females","16 years or over","Percentage","74.1",""
"2017","Italy","Total","Fair","Total","16 years or over","Percentage","17.2",""
"2017","Italy","Total","Fair","Males","16 years or over","Percentage","15.3",""
"2017","Italy","Total","Fair","Females","16 years or over","Percentage","19.0",""
"2017","Italy","Total","Bad","Total","16 years or over","Percentage","5.0",""
"2017","Italy","Total","Bad","Males","16 years or over","Percentage","4.0",""
"2017","Italy","Total","Bad","Females","16 years or over","Percentage","5.9",""
"2017","Italy","Total","Very bad","Total","16 years or over","Percentage","0.8",""
"2017","Italy","Total","Very bad","Males","16 years or over","Percentage","0.6",""
"2017","Italy","Total","Very bad","Females","16 years or over","Percentage","1.0",""
"2017","Italy","Total","Bad or very bad","Total","16 years or over","Percentage","5.8",""
"2017","Italy","Total","Bad or very bad","Males","16 years or over","Percentage","4.6",""
"2017","Italy","Total","Bad or very bad","Females","16 years or over","Percentage","6.9",""
"2017","Italy","Cities","Very good","Total","16 years or over","Percentage","14.0",""
"2017","Italy","Cities","Very good","Males","16 years or over","Percentage","15.5",""
"2017","Italy","Cities","Very good","Females","16 years or over","Percentage","12.7",""
"2017","Italy","Cities","Good","Total","16 years or over","Percentage","63.3",""
"2017","Italy","Cities","Good","Males","16 years or over","Percentage","65.2",""
"2017","Italy","Cities","Good","Females","16 years or over","Percentage","61.5",""
"2017","Italy","Cities","Very good or good","Total","16 years or over","Percentage","77.3",""
"2017","Italy","Cities","Very good or good","Males","16 years or over","Percentage","80.7",""
"2017","Italy","Cities","Very good or good","Females","16 years or over","Percentage","74.2",""
"2017","Italy","Cities","Fair","Total","16 years or over","Percentage","17.3",""
"2017","Italy","Cities","Fair","Males","16 years or over","Percentage","14.9",""
"2017","Italy","Cities","Fair","Females","16 years or over","Percentage","19.4",""
"2017","Italy","Cities","Bad","Total","16 years or over","Percentage","4.7",""
"2017","Italy","Cities","Bad","Males","16 years or over","Percentage","3.8",""
"2017","Italy","Cities","Bad","Females","16 years or over","Percentage","5.4",""
"2017","Italy","Cities","Very bad","Total","16 years or over","Percentage","0.8",""
"2017","Italy","Cities","Very bad","Males","16 years or over","Percentage","0.6",""
"2017","Italy","Cities","Very bad","Females","16 years or over","Percentage","1.0",""
"2017","Italy","Cities","Bad or very bad","Total","16 years or over","Percentage","5.4",""
"2017","Italy","Cities","Bad or very bad","Males","16 years or over","Percentage","4.4",""
"2017","Italy","Cities","Bad or very bad","Females","16 years or over","Percentage","6.4",""
"2017","Italy","Towns and suburbs","Very good","Total","16 years or over","Percentage","13.7",""
"2017","Italy","Towns and suburbs","Very good","Males","16 years or over","Percentage","15.3",""
"2017","Italy","Towns and suburbs","Very good","Females","16 years or over","Percentage","12.2",""
"2017","Italy","Towns and suburbs","Good","Total","16 years or over","Percentage","63.9",""
"2017","Italy","Towns and suburbs","Good","Males","16 years or over","Percentage","65.1",""
"2017","Italy","Towns and suburbs","Good","Females","16 years or over","Percentage","62.9",""
"2017","Italy","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","77.6",""
"2017","Italy","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","80.4",""
"2017","Italy","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","75.1",""
"2017","Italy","Towns and suburbs","Fair","Total","16 years or over","Percentage","16.7",""
"2017","Italy","Towns and suburbs","Fair","Males","16 years or over","Percentage","15.2",""
"2017","Italy","Towns and suburbs","Fair","Females","16 years or over","Percentage","18.1",""
"2017","Italy","Towns and suburbs","Bad","Total","16 years or over","Percentage","4.8",""
"2017","Italy","Towns and suburbs","Bad","Males","16 years or over","Percentage","3.8",""
"2017","Italy","Towns and suburbs","Bad","Females","16 years or over","Percentage","5.8",""
"2017","Italy","Towns and suburbs","Very bad","Total","16 years or over","Percentage","0.8",""
"2017","Italy","Towns and suburbs","Very bad","Males","16 years or over","Percentage","0.6",""
"2017","Italy","Towns and suburbs","Very bad","Females","16 years or over","Percentage","1.0",""
"2017","Italy","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","5.7",""
"2017","Italy","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","4.3",""
"2017","Italy","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","6.9",""
"2017","Italy","Rural areas","Very good","Total","16 years or over","Percentage","12.8",""
"2017","Italy","Rural areas","Very good","Males","16 years or over","Percentage","14.3",""
"2017","Italy","Rural areas","Very good","Females","16 years or over","Percentage","11.3",""
"2017","Italy","Rural areas","Good","Total","16 years or over","Percentage","62.8",""
"2017","Italy","Rural areas","Good","Males","16 years or over","Percentage","64.5",""
"2017","Italy","Rural areas","Good","Females","16 years or over","Percentage","61.1",""
"2017","Italy","Rural areas","Very good or good","Total","16 years or over","Percentage","75.6",""
"2017","Italy","Rural areas","Very good or good","Males","16 years or over","Percentage","78.9",""
"2017","Italy","Rural areas","Very good or good","Females","16 years or over","Percentage","72.4",""
"2017","Italy","Rural areas","Fair","Total","16 years or over","Percentage","17.9",""
"2017","Italy","Rural areas","Fair","Males","16 years or over","Percentage","15.8",""
"2017","Italy","Rural areas","Fair","Females","16 years or over","Percentage","19.8",""
"2017","Italy","Rural areas","Bad","Total","16 years or over","Percentage","5.6",""
"2017","Italy","Rural areas","Bad","Males","16 years or over","Percentage","4.6",""
"2017","Italy","Rural areas","Bad","Females","16 years or over","Percentage","6.6",""
"2017","Italy","Rural areas","Very bad","Total","16 years or over","Percentage","0.9",""
"2017","Italy","Rural areas","Very bad","Males","16 years or over","Percentage","0.7",""
"2017","Italy","Rural areas","Very bad","Females","16 years or over","Percentage","1.1",""
"2017","Italy","Rural areas","Bad or very bad","Total","16 years or over","Percentage","6.5",""
"2017","Italy","Rural areas","Bad or very bad","Males","16 years or over","Percentage","5.3",""
"2017","Italy","Rural areas","Bad or very bad","Females","16 years or over","Percentage","7.8",""
"2017","Cyprus","Total","Very good","Total","16 years or over","Percentage","49.8",""
"2017","Cyprus","Total","Very good","Males","16 years or over","Percentage","50.7",""
"2017","Cyprus","Total","Very good","Females","16 years or over","Percentage","48.9",""
"2017","Cyprus","Total","Good","Total","16 years or over","Percentage","28.3",""
"2017","Cyprus","Total","Good","Males","16 years or over","Percentage","28.3",""
"2017","Cyprus","Total","Good","Females","16 years or over","Percentage","28.4",""
"2017","Cyprus","Total","Very good or good","Total","16 years or over","Percentage","78.1",""
"2017","Cyprus","Total","Very good or good","Males","16 years or over","Percentage","79.0",""
"2017","Cyprus","Total","Very good or good","Females","16 years or over","Percentage","77.3",""
"2017","Cyprus","Total","Fair","Total","16 years or over","Percentage","16.9",""
"2017","Cyprus","Total","Fair","Males","16 years or over","Percentage","15.9",""
"2017","Cyprus","Total","Fair","Females","16 years or over","Percentage","17.8",""
"2017","Cyprus","Total","Bad","Total","16 years or over","Percentage","4.1",""
"2017","Cyprus","Total","Bad","Males","16 years or over","Percentage","4.2",""
"2017","Cyprus","Total","Bad","Females","16 years or over","Percentage","4.0",""
"2017","Cyprus","Total","Very bad","Total","16 years or over","Percentage","0.9",""
"2017","Cyprus","Total","Very bad","Males","16 years or over","Percentage","0.9",""
"2017","Cyprus","Total","Very bad","Females","16 years or over","Percentage","1.0",""
"2017","Cyprus","Total","Bad or very bad","Total","16 years or over","Percentage","5.0",""
"2017","Cyprus","Total","Bad or very bad","Males","16 years or over","Percentage","5.1",""
"2017","Cyprus","Total","Bad or very bad","Females","16 years or over","Percentage","4.9",""
"2017","Cyprus","Cities","Very good","Total","16 years or over","Percentage","50.8",""
"2017","Cyprus","Cities","Very good","Males","16 years or over","Percentage","50.8",""
"2017","Cyprus","Cities","Very good","Females","16 years or over","Percentage","50.8",""
"2017","Cyprus","Cities","Good","Total","16 years or over","Percentage","27.9",""
"2017","Cyprus","Cities","Good","Males","16 years or over","Percentage","28.3",""
"2017","Cyprus","Cities","Good","Females","16 years or over","Percentage","27.5",""
"2017","Cyprus","Cities","Very good or good","Total","16 years or over","Percentage","78.7",""
"2017","Cyprus","Cities","Very good or good","Males","16 years or over","Percentage","79.2",""
"2017","Cyprus","Cities","Very good or good","Females","16 years or over","Percentage","78.3",""
"2017","Cyprus","Cities","Fair","Total","16 years or over","Percentage","16.6",""
"2017","Cyprus","Cities","Fair","Males","16 years or over","Percentage","15.8",""
"2017","Cyprus","Cities","Fair","Females","16 years or over","Percentage","17.4",""
"2017","Cyprus","Cities","Bad","Total","16 years or over","Percentage","4.0",""
"2017","Cyprus","Cities","Bad","Males","16 years or over","Percentage","4.4",""
"2017","Cyprus","Cities","Bad","Females","16 years or over","Percentage","3.6",""
"2017","Cyprus","Cities","Very bad","Total","16 years or over","Percentage","0.7",""
"2017","Cyprus","Cities","Very bad","Males","16 years or over","Percentage","0.7",""
"2017","Cyprus","Cities","Very bad","Females","16 years or over","Percentage","0.7",""
"2017","Cyprus","Cities","Bad or very bad","Total","16 years or over","Percentage","4.7",""
"2017","Cyprus","Cities","Bad or very bad","Males","16 years or over","Percentage","5.1",""
"2017","Cyprus","Cities","Bad or very bad","Females","16 years or over","Percentage","4.4",""
"2017","Cyprus","Towns and suburbs","Very good","Total","16 years or over","Percentage","51.1",""
"2017","Cyprus","Towns and suburbs","Very good","Males","16 years or over","Percentage","52.7",""
"2017","Cyprus","Towns and suburbs","Very good","Females","16 years or over","Percentage","49.6",""
"2017","Cyprus","Towns and suburbs","Good","Total","16 years or over","Percentage","29.0",""
"2017","Cyprus","Towns and suburbs","Good","Males","16 years or over","Percentage","27.5",""
"2017","Cyprus","Towns and suburbs","Good","Females","16 years or over","Percentage","30.4",""
"2017","Cyprus","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","80.1",""
"2017","Cyprus","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","80.3",""
"2017","Cyprus","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","79.9",""
"2017","Cyprus","Towns and suburbs","Fair","Total","16 years or over","Percentage","15.4",""
"2017","Cyprus","Towns and suburbs","Fair","Males","16 years or over","Percentage","15.2",""
"2017","Cyprus","Towns and suburbs","Fair","Females","16 years or over","Percentage","15.6",""
"2017","Cyprus","Towns and suburbs","Bad","Total","16 years or over","Percentage","3.8",""
"2017","Cyprus","Towns and suburbs","Bad","Males","16 years or over","Percentage","3.7",""
"2017","Cyprus","Towns and suburbs","Bad","Females","16 years or over","Percentage","3.8",""
"2017","Cyprus","Towns and suburbs","Very bad","Total","16 years or over","Percentage","0.7",""
"2017","Cyprus","Towns and suburbs","Very bad","Males","16 years or over","Percentage","0.8",""
"2017","Cyprus","Towns and suburbs","Very bad","Females","16 years or over","Percentage","0.7",""
"2017","Cyprus","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","4.5",""
"2017","Cyprus","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","4.5",""
"2017","Cyprus","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","4.5",""
"2017","Cyprus","Rural areas","Very good","Total","16 years or over","Percentage","44.8",""
"2017","Cyprus","Rural areas","Very good","Males","16 years or over","Percentage","47.4",""
"2017","Cyprus","Rural areas","Very good","Females","16 years or over","Percentage","42.1",""
"2017","Cyprus","Rural areas","Good","Total","16 years or over","Percentage","28.5",""
"2017","Cyprus","Rural areas","Good","Males","16 years or over","Percentage","29.2",""
"2017","Cyprus","Rural areas","Good","Females","16 years or over","Percentage","27.6",""
"2017","Cyprus","Rural areas","Very good or good","Total","16 years or over","Percentage","73.2",""
"2017","Cyprus","Rural areas","Very good or good","Males","16 years or over","Percentage","76.6",""
"2017","Cyprus","Rural areas","Very good or good","Females","16 years or over","Percentage","69.7",""
"2017","Cyprus","Rural areas","Fair","Total","16 years or over","Percentage","20.0",""
"2017","Cyprus","Rural areas","Fair","Males","16 years or over","Percentage","17.3",""
"2017","Cyprus","Rural areas","Fair","Females","16 years or over","Percentage","22.7",""
"2017","Cyprus","Rural areas","Bad","Total","16 years or over","Percentage","4.9",""
"2017","Cyprus","Rural areas","Bad","Males","16 years or over","Percentage","4.5",""
"2017","Cyprus","Rural areas","Bad","Females","16 years or over","Percentage","5.4",""
"2017","Cyprus","Rural areas","Very bad","Total","16 years or over","Percentage","1.9",""
"2017","Cyprus","Rural areas","Very bad","Males","16 years or over","Percentage","1.6",""
"2017","Cyprus","Rural areas","Very bad","Females","16 years or over","Percentage","2.2",""
"2017","Cyprus","Rural areas","Bad or very bad","Total","16 years or over","Percentage","6.8",""
"2017","Cyprus","Rural areas","Bad or very bad","Males","16 years or over","Percentage","6.1",""
"2017","Cyprus","Rural areas","Bad or very bad","Females","16 years or over","Percentage","7.5",""
"2017","Latvia","Total","Very good","Total","16 years or over","Percentage","3.5",""
"2017","Latvia","Total","Very good","Males","16 years or over","Percentage","4.3",""
"2017","Latvia","Total","Very good","Females","16 years or over","Percentage","2.8",""
"2017","Latvia","Total","Good","Total","16 years or over","Percentage","40.8",""
"2017","Latvia","Total","Good","Males","16 years or over","Percentage","45.6",""
"2017","Latvia","Total","Good","Females","16 years or over","Percentage","36.9",""
"2017","Latvia","Total","Very good or good","Total","16 years or over","Percentage","44.2",""
"2017","Latvia","Total","Very good or good","Males","16 years or over","Percentage","49.9",""
"2017","Latvia","Total","Very good or good","Females","16 years or over","Percentage","39.7",""
"2017","Latvia","Total","Fair","Total","16 years or over","Percentage","38.9",""
"2017","Latvia","Total","Fair","Males","16 years or over","Percentage","36.1",""
"2017","Latvia","Total","Fair","Females","16 years or over","Percentage","41.0",""
"2017","Latvia","Total","Bad","Total","16 years or over","Percentage","13.9",""
"2017","Latvia","Total","Bad","Males","16 years or over","Percentage","11.3",""
"2017","Latvia","Total","Bad","Females","16 years or over","Percentage","15.9",""
"2017","Latvia","Total","Very bad","Total","16 years or over","Percentage","3.0",""
"2017","Latvia","Total","Very bad","Males","16 years or over","Percentage","2.6",""
"2017","Latvia","Total","Very bad","Females","16 years or over","Percentage","3.4",""
"2017","Latvia","Total","Bad or very bad","Total","16 years or over","Percentage","16.9",""
"2017","Latvia","Total","Bad or very bad","Males","16 years or over","Percentage","14.0",""
"2017","Latvia","Total","Bad or very bad","Females","16 years or over","Percentage","19.2",""
"2017","Latvia","Cities","Very good","Total","16 years or over","Percentage","3.9",""
"2017","Latvia","Cities","Very good","Males","16 years or over","Percentage","4.7",""
"2017","Latvia","Cities","Very good","Females","16 years or over","Percentage","3.4",""
"2017","Latvia","Cities","Good","Total","16 years or over","Percentage","41.3",""
"2017","Latvia","Cities","Good","Males","16 years or over","Percentage","47.7",""
"2017","Latvia","Cities","Good","Females","16 years or over","Percentage","36.6",""
"2017","Latvia","Cities","Very good or good","Total","16 years or over","Percentage","45.2",""
"2017","Latvia","Cities","Very good or good","Males","16 years or over","Percentage","52.4",""
"2017","Latvia","Cities","Very good or good","Females","16 years or over","Percentage","39.9",""
"2017","Latvia","Cities","Fair","Total","16 years or over","Percentage","39.4",""
"2017","Latvia","Cities","Fair","Males","16 years or over","Percentage","35.4",""
"2017","Latvia","Cities","Fair","Females","16 years or over","Percentage","42.3",""
"2017","Latvia","Cities","Bad","Total","16 years or over","Percentage","13.3",""
"2017","Latvia","Cities","Bad","Males","16 years or over","Percentage","10.5",""
"2017","Latvia","Cities","Bad","Females","16 years or over","Percentage","15.3",""
"2017","Latvia","Cities","Very bad","Total","16 years or over","Percentage","2.2",""
"2017","Latvia","Cities","Very bad","Males","16 years or over","Percentage","1.7",""
"2017","Latvia","Cities","Very bad","Females","16 years or over","Percentage","2.5",""
"2017","Latvia","Cities","Bad or very bad","Total","16 years or over","Percentage","15.4",""
"2017","Latvia","Cities","Bad or very bad","Males","16 years or over","Percentage","12.2",""
"2017","Latvia","Cities","Bad or very bad","Females","16 years or over","Percentage","17.8",""
"2017","Latvia","Towns and suburbs","Very good","Total","16 years or over","Percentage","2.6",""
"2017","Latvia","Towns and suburbs","Very good","Males","16 years or over","Percentage","3.6",""
"2017","Latvia","Towns and suburbs","Very good","Females","16 years or over","Percentage","1.8",""
"2017","Latvia","Towns and suburbs","Good","Total","16 years or over","Percentage","39.0",""
"2017","Latvia","Towns and suburbs","Good","Males","16 years or over","Percentage","44.6",""
"2017","Latvia","Towns and suburbs","Good","Females","16 years or over","Percentage","34.4",""
"2017","Latvia","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","41.6",""
"2017","Latvia","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","48.2",""
"2017","Latvia","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","36.2",""
"2017","Latvia","Towns and suburbs","Fair","Total","16 years or over","Percentage","38.4",""
"2017","Latvia","Towns and suburbs","Fair","Males","16 years or over","Percentage","35.9",""
"2017","Latvia","Towns and suburbs","Fair","Females","16 years or over","Percentage","40.4",""
"2017","Latvia","Towns and suburbs","Bad","Total","16 years or over","Percentage","15.9",""
"2017","Latvia","Towns and suburbs","Bad","Males","16 years or over","Percentage","11.9",""
"2017","Latvia","Towns and suburbs","Bad","Females","16 years or over","Percentage","19.2",""
"2017","Latvia","Towns and suburbs","Very bad","Total","16 years or over","Percentage","4.1",""
"2017","Latvia","Towns and suburbs","Very bad","Males","16 years or over","Percentage","4.0",""
"2017","Latvia","Towns and suburbs","Very bad","Females","16 years or over","Percentage","4.2",""
"2017","Latvia","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","20.0",""
"2017","Latvia","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","15.9",""
"2017","Latvia","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","23.4",""
"2017","Latvia","Rural areas","Very good","Total","16 years or over","Percentage","3.4",""
"2017","Latvia","Rural areas","Very good","Males","16 years or over","Percentage","4.3",""
"2017","Latvia","Rural areas","Very good","Females","16 years or over","Percentage","2.7",""
"2017","Latvia","Rural areas","Good","Total","16 years or over","Percentage","41.1",""
"2017","Latvia","Rural areas","Good","Males","16 years or over","Percentage","43.9",""
"2017","Latvia","Rural areas","Good","Females","16 years or over","Percentage","38.7",""
"2017","Latvia","Rural areas","Very good or good","Total","16 years or over","Percentage","44.5",""
"2017","Latvia","Rural areas","Very good or good","Males","16 years or over","Percentage","48.2",""
"2017","Latvia","Rural areas","Very good or good","Females","16 years or over","Percentage","41.4",""
"2017","Latvia","Rural areas","Fair","Total","16 years or over","Percentage","38.5",""
"2017","Latvia","Rural areas","Fair","Males","16 years or over","Percentage","37.0",""
"2017","Latvia","Rural areas","Fair","Females","16 years or over","Percentage","39.8",""
"2017","Latvia","Rural areas","Bad","Total","16 years or over","Percentage","13.4",""
"2017","Latvia","Rural areas","Bad","Males","16 years or over","Percentage","11.9",""
"2017","Latvia","Rural areas","Bad","Females","16 years or over","Percentage","14.7",""
"2017","Latvia","Rural areas","Very bad","Total","16 years or over","Percentage","3.5",""
"2017","Latvia","Rural areas","Very bad","Males","16 years or over","Percentage","3.0",""
"2017","Latvia","Rural areas","Very bad","Females","16 years or over","Percentage","4.0",""
"2017","Latvia","Rural areas","Bad or very bad","Total","16 years or over","Percentage","17.0",""
"2017","Latvia","Rural areas","Bad or very bad","Males","16 years or over","Percentage","14.9",""
"2017","Latvia","Rural areas","Bad or very bad","Females","16 years or over","Percentage","18.8",""
"2017","Lithuania","Total","Very good","Total","16 years or over","Percentage","7.3",""
"2017","Lithuania","Total","Very good","Males","16 years or over","Percentage","8.9",""
"2017","Lithuania","Total","Very good","Females","16 years or over","Percentage","6.2",""
"2017","Lithuania","Total","Good","Total","16 years or over","Percentage","36.6",""
"2017","Lithuania","Total","Good","Males","16 years or over","Percentage","40.7",""
"2017","Lithuania","Total","Good","Females","16 years or over","Percentage","34.0",""
"2017","Lithuania","Total","Very good or good","Total","16 years or over","Percentage","43.9",""
"2017","Lithuania","Total","Very good or good","Males","16 years or over","Percentage","49.6",""
"2017","Lithuania","Total","Very good or good","Females","16 years or over","Percentage","40.2",""
"2017","Lithuania","Total","Fair","Total","16 years or over","Percentage","39.9",""
"2017","Lithuania","Total","Fair","Males","16 years or over","Percentage","38.8",""
"2017","Lithuania","Total","Fair","Females","16 years or over","Percentage","40.6",""
"2017","Lithuania","Total","Bad","Total","16 years or over","Percentage","13.2",""
"2017","Lithuania","Total","Bad","Males","16 years or over","Percentage","9.4",""
"2017","Lithuania","Total","Bad","Females","16 years or over","Percentage","15.6",""
"2017","Lithuania","Total","Very bad","Total","16 years or over","Percentage","3.1",""
"2017","Lithuania","Total","Very bad","Males","16 years or over","Percentage","2.1",""
"2017","Lithuania","Total","Very bad","Females","16 years or over","Percentage","3.6",""
"2017","Lithuania","Total","Bad or very bad","Total","16 years or over","Percentage","16.2",""
"2017","Lithuania","Total","Bad or very bad","Males","16 years or over","Percentage","11.6",""
"2017","Lithuania","Total","Bad or very bad","Females","16 years or over","Percentage","19.2",""
"2017","Lithuania","Cities","Very good","Total","16 years or over","Percentage","10.8",""
"2017","Lithuania","Cities","Very good","Males","16 years or over","Percentage","12.5",""
"2017","Lithuania","Cities","Very good","Females","16 years or over","Percentage","9.7",""
"2017","Lithuania","Cities","Good","Total","16 years or over","Percentage","41.3",""
"2017","Lithuania","Cities","Good","Males","16 years or over","Percentage","46.5",""
"2017","Lithuania","Cities","Good","Females","16 years or over","Percentage","37.9",""
"2017","Lithuania","Cities","Very good or good","Total","16 years or over","Percentage","52.1",""
"2017","Lithuania","Cities","Very good or good","Males","16 years or over","Percentage","59.0",""
"2017","Lithuania","Cities","Very good or good","Females","16 years or over","Percentage","47.6",""
"2017","Lithuania","Cities","Fair","Total","16 years or over","Percentage","34.2",""
"2017","Lithuania","Cities","Fair","Males","16 years or over","Percentage","31.4",""
"2017","Lithuania","Cities","Fair","Females","16 years or over","Percentage","36.0",""
"2017","Lithuania","Cities","Bad","Total","16 years or over","Percentage","11.6",""
"2017","Lithuania","Cities","Bad","Males","16 years or over","Percentage","7.8",""
"2017","Lithuania","Cities","Bad","Females","16 years or over","Percentage","14.0",""
"2017","Lithuania","Cities","Very bad","Total","16 years or over","Percentage","2.1",""
"2017","Lithuania","Cities","Very bad","Males","16 years or over","Percentage","1.7",""
"2017","Lithuania","Cities","Very bad","Females","16 years or over","Percentage","2.3",""
"2017","Lithuania","Cities","Bad or very bad","Total","16 years or over","Percentage","13.7",""
"2017","Lithuania","Cities","Bad or very bad","Males","16 years or over","Percentage","9.6",""
"2017","Lithuania","Cities","Bad or very bad","Females","16 years or over","Percentage","16.4",""
"2017","Lithuania","Towns and suburbs","Very good","Total","16 years or over","Percentage","9.1",""
"2017","Lithuania","Towns and suburbs","Very good","Males","16 years or over","Percentage","5.3",""
"2017","Lithuania","Towns and suburbs","Very good","Females","16 years or over","Percentage","11.5",""
"2017","Lithuania","Towns and suburbs","Good","Total","16 years or over","Percentage","26.2",""
"2017","Lithuania","Towns and suburbs","Good","Males","16 years or over","Percentage","30.0",""
"2017","Lithuania","Towns and suburbs","Good","Females","16 years or over","Percentage","23.9",""
"2017","Lithuania","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","35.3",""
"2017","Lithuania","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","35.3",""
"2017","Lithuania","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","35.4",""
"2017","Lithuania","Towns and suburbs","Fair","Total","16 years or over","Percentage","46.6",""
"2017","Lithuania","Towns and suburbs","Fair","Males","16 years or over","Percentage","52.9",""
"2017","Lithuania","Towns and suburbs","Fair","Females","16 years or over","Percentage","42.7",""
"2017","Lithuania","Towns and suburbs","Bad","Total","16 years or over","Percentage","16.3",""
"2017","Lithuania","Towns and suburbs","Bad","Males","16 years or over","Percentage","11.7",""
"2017","Lithuania","Towns and suburbs","Bad","Females","16 years or over","Percentage","19.1",""
"2017","Lithuania","Towns and suburbs","Very bad","Total","16 years or over","Percentage","1.8",""
"2017","Lithuania","Towns and suburbs","Very bad","Males","16 years or over","Percentage","0.0",""
"2017","Lithuania","Towns and suburbs","Very bad","Females","16 years or over","Percentage","2.8",""
"2017","Lithuania","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","18.1",""
"2017","Lithuania","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","11.7",""
"2017","Lithuania","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","21.9",""
"2017","Lithuania","Rural areas","Very good","Total","16 years or over","Percentage","4.5",""
"2017","Lithuania","Rural areas","Very good","Males","16 years or over","Percentage","6.3",""
"2017","Lithuania","Rural areas","Very good","Females","16 years or over","Percentage","3.3",""
"2017","Lithuania","Rural areas","Good","Total","16 years or over","Percentage","33.4",""
"2017","Lithuania","Rural areas","Good","Males","16 years or over","Percentage","36.7",""
"2017","Lithuania","Rural areas","Good","Females","16 years or over","Percentage","31.3",""
"2017","Lithuania","Rural areas","Very good or good","Total","16 years or over","Percentage","37.9",""
"2017","Lithuania","Rural areas","Very good or good","Males","16 years or over","Percentage","43.0",""
"2017","Lithuania","Rural areas","Very good or good","Females","16 years or over","Percentage","34.6",""
"2017","Lithuania","Rural areas","Fair","Total","16 years or over","Percentage","44.0",""
"2017","Lithuania","Rural areas","Fair","Males","16 years or over","Percentage","43.9",""
"2017","Lithuania","Rural areas","Fair","Females","16 years or over","Percentage","44.1",""
"2017","Lithuania","Rural areas","Bad","Total","16 years or over","Percentage","14.3",""
"2017","Lithuania","Rural areas","Bad","Males","16 years or over","Percentage","10.6",""
"2017","Lithuania","Rural areas","Bad","Females","16 years or over","Percentage","16.6",""
"2017","Lithuania","Rural areas","Very bad","Total","16 years or over","Percentage","3.8",""
"2017","Lithuania","Rural areas","Very bad","Males","16 years or over","Percentage","2.5",""
"2017","Lithuania","Rural areas","Very bad","Females","16 years or over","Percentage","4.7",""
"2017","Lithuania","Rural areas","Bad or very bad","Total","16 years or over","Percentage","18.1",""
"2017","Lithuania","Rural areas","Bad or very bad","Males","16 years or over","Percentage","13.1",""
"2017","Lithuania","Rural areas","Bad or very bad","Females","16 years or over","Percentage","21.3",""
"2017","Luxembourg","Total","Very good","Total","16 years or over","Percentage","23.5",""
"2017","Luxembourg","Total","Very good","Males","16 years or over","Percentage","24.9",""
"2017","Luxembourg","Total","Very good","Females","16 years or over","Percentage","22.2",""
"2017","Luxembourg","Total","Good","Total","16 years or over","Percentage","47.5",""
"2017","Luxembourg","Total","Good","Males","16 years or over","Percentage","47.6",""
"2017","Luxembourg","Total","Good","Females","16 years or over","Percentage","47.5",""
"2017","Luxembourg","Total","Very good or good","Total","16 years or over","Percentage","71.1",""
"2017","Luxembourg","Total","Very good or good","Males","16 years or over","Percentage","72.5",""
