"TIME","GEO","ISCED11","AGE","SEX","LEVELS","UNIT","Value","Flag and Footnotes"
"2018","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","22.1",""
"2018","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.9",""
"2018","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.9",""
"2018","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.7",""
"2018","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.8",""
"2018","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.6",""
"2018","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.4",""
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.1","e"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.4","e"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.5","e"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.5","e"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.5","e"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5","e"
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.0","e"
"2018","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.1",""
"2018","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.4",""
"2018","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.5",""
"2018","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.5",""
"2018","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.5",""
"2018","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2018","Euro area - 19 countries  (from 2015)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.0",""
"2018","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.2",""
"2018","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.5",""
"2018","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.7",""
"2018","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.4",""
"2018","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.5",""
"2018","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2018","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.0",""
"2018","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","28.4",""
"2018","Belgium","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.4",""
"2018","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","74.8",""
"2018","Belgium","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.4",""
"2018","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.2",""
"2018","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.6",""
"2018","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.8",""
"2018","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","19.7",""
"2018","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.8",""
"2018","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","66.5",""
"2018","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.9",""
"2018","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","8.5",""
"2018","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.2",""
"2018","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","10.6",""
"2018","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","19.9",""
"2018","Czechia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","42.2",""
"2018","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","62.1",""
"2018","Czechia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.3",""
"2018","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.1",""
"2018","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2018","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","10.7",""
"2018","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.1",""
"2018","Denmark","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.2",""
"2018","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","71.3",""
"2018","Denmark","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.3",""
"2018","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.7",""
"2018","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2018","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.3",""
"2018","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.0",""
"2018","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.5",""
"2018","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","65.5",""
"2018","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.1",""
"2018","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.8",""
"2018","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.6",""
"2018","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.4",""
"2018","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","8.8",""
"2018","Estonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.0",""
"2018","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","51.8",""
"2018","Estonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","33.6",""
"2018","Estonia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.1",""
"2018","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2018","Estonia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","14.6",""
"2018","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","45.7",""
"2018","Ireland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","38.5",""
"2018","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","84.2",""
"2018","Ireland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","12.5",""
"2018","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","2.7",""
"2018","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.6",""
"2018","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","3.3",""
"2018","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","46.3",""
"2018","Greece","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","30.1",""
"2018","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","76.4",""
"2018","Greece","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","14.4",""
"2018","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.1",""
"2018","Greece","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.0",""
"2018","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.2",""
"2018","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","22.6",""
"2018","Spain","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","51.1",""
"2018","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","73.7",""
"2018","Spain","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","19.0",""
"2018","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.7",""
"2018","Spain","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.6",""
"2018","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.3",""
"2018","France","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.0",""
"2018","France","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.7",""
"2018","France","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.7",""
"2018","France","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","24.0",""
"2018","France","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.2",""
"2018","France","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.1",""
"2018","France","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.3",""
"2018","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","28.7",""
"2018","Croatia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","32.1",""
"2018","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","60.7",""
"2018","Croatia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.1",""
"2018","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","13.5",""
"2018","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.6",""
"2018","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","17.1",""
"2018","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","15.0",""
"2018","Italy","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","58.4",""
"2018","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","73.3",""
"2018","Italy","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","19.9",""
"2018","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.5",""
"2018","Italy","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2018","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.8",""
"2018","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","46.7",""
"2018","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","31.1",""
"2018","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","77.8",""
"2018","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.8",""
"2018","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.3",""
"2018","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.1",""
"2018","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.4",""
"2018","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","5.5",""
"2018","Latvia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.5",""
"2018","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","47.0",""
"2018","Latvia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","37.5",""
"2018","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.4",""
"2018","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.1",""
"2018","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","15.5",""
"2018","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","6.9",""
"2018","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","37.1",""
"2018","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","44.0",""
"2018","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","40.2",""
"2018","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.8",""
"2018","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.9",""
"2018","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","15.7",""
"2018","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.2",""
"2018","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.3",""
"2018","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.4",""
"2018","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.6",""
"2018","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","8.2",""
"2018","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2018","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","10.0",""
"2018","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","16.3",""
"2018","Hungary","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.5",""
"2018","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","60.7",""
"2018","Hungary","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.5",""
"2018","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","8.6",""
"2018","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.2",""
"2018","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","11.8",""
"2018","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","24.4",""
"2018","Malta","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","50.6",""
"2018","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","75.0",""
"2018","Malta","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.8",""
"2018","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.6",""
"2018","Malta","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.6",""
"2018","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","4.2",""
"2018","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.6",""
"2018","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","52.2",""
"2018","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","75.8",""
"2018","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","19.6",""
"2018","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.8",""
"2018","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.8",""
"2018","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","4.5",""
"2018","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","32.0",""
"2018","Austria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.7",""
"2018","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","71.7",""
"2018","Austria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.2",""
"2018","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.3",""
"2018","Austria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.8",""
"2018","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.1",""
"2018","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","15.5",""
"2018","Poland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.7",""
"2018","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","59.2",""
"2018","Poland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","28.1",""
"2018","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.2",""
"2018","Poland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2018","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.7",""
"2018","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","9.7",""
"2018","Portugal","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.6",""
"2018","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","49.3",""
"2018","Portugal","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","35.2",""
"2018","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","11.7",""
"2018","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.7",""
"2018","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","15.5",""
"2018","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.4",""
"2018","Romania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.2",""
"2018","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","70.6",""
"2018","Romania","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.3",""
"2018","Romania","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.8",""
"2018","Romania","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2018","Romania","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.1",""
"2018","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.1",""
"2018","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.3",""
"2018","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","65.4",""
"2018","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","24.9",""
"2018","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.7",""
"2018","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.0",""
"2018","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.7",""
"2018","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","22.3",""
"2018","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.4",""
"2018","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","66.7",""
"2018","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.3",""
"2018","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.5",""
"2018","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2018","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.0",""
"2018","Finland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","17.9",""
"2018","Finland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","51.0",""
"2018","Finland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.8",""
"2018","Finland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","25.4",""
"2018","Finland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.0",""
"2018","Finland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.7",""
"2018","Finland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.7",""
"2018","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","28.9",""
"2018","Sweden","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.0",""
"2018","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","75.9",""
"2018","Sweden","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","18.3",""
"2018","Sweden","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.3",""
"2018","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.5",""
"2018","Sweden","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.8",""
"2018","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","31.8",""
"2018","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.9",""
"2018","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","71.7",""
"2018","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.2",""
"2018","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.2",""
"2018","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2018","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.1",""
"2018","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2018","Iceland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2018","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2018","Iceland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2018","Iceland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2018","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2018","Iceland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2018","Norway","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","28.4",""
"2018","Norway","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.9",""
"2018","Norway","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","76.3",""
"2018","Norway","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.0",""
"2018","Norway","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.7",""
"2018","Norway","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.1",""
"2018","Norway","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.8",""
"2018","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","35.3",""
"2018","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.4",""
"2018","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","80.7",""
"2018","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","15.0",""
"2018","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.5",""
"2018","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.8",""
"2018","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","4.3",""
"2018","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2018","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2018","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2018","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2018","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2018","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2018","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2018","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","29.2",""
"2018","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.2",""
"2018","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","75.5",""
"2018","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","15.6",""
"2018","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.0",""
"2018","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2018","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.9",""
"2018","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.0",""
"2018","Serbia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","35.4",""
"2018","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","56.4",""
"2018","Serbia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.7",""
"2018","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","14.4",""
"2018","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.5",""
"2018","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","16.9",""
"2018","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2018","Turkey","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2018","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2018","Turkey","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
"2018","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage",":",""
"2018","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage",":",""
"2018","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage",":",""
"2019","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage",":",""
